,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
arg2-as-goal,0.06180937761701184,0.013699608347826185,0.07126198732392452,-0.18339589009888538,-0.07978267357033356,0.8153881063226391,0.6245213721994718,0.6573851867164991,0.8153881063226391,0.6006052757104768,1.0,-0.15038174909003174,-0.1597592737908333,-0.12448549165790265,-0.029480273194415912,-0.06652213115267169,0.5106689680717872,0.1780696131087703,-0.16237612259834375,-0.10858221102635765,-0.1797706628974244,0.10568245524959823,0.6037030769543117,0.45347133415887625,0.7496376006192271,0.6109689775159219,0.045166688590410696
arg1-as-denier+++,-0.09441796576743863,-0.12701906412579705,-0.029027572311672446,-0.033559799090385985,-0.10246322781973101,-0.1733992349284582,-0.13256680375997718,-0.15117490093063712,-0.1733992349284582,-0.12873412601098017,-0.15038174909003174,1.0,0.14898099681134985,0.05046798702927572,-0.09531464139803017,-0.06940331243149994,-0.11545754271886835,-0.08851091020027889,-0.1088874366449162,-0.0667020601121796,-0.05292493924130811,-0.08630588858289184,-0.14202422714602758,-0.11687614291662138,-0.1574914980644696,-0.12631137741638634,-0.028214670927719888
arg2-as-denier+++,-0.06049255240785874,-0.03515478256235342,-0.07588499644472245,-0.13339553059708364,-0.026014925648262993,-0.18660444056656797,-0.13461575580353383,-0.14342130542486156,-0.18660444056656797,-0.15214095085560986,-0.1597592737908333,0.14898099681134985,1.0,0.13382627704599653,-0.11711217376969602,-0.1089639465486837,-0.14080606277339647,-0.10278564654866652,-0.17578510176072956,-0.08546005149477312,-0.20418050867252288,-0.09050770342617637,-0.14715361891978684,-0.1257749286874869,-0.17199294534424203,-0.1442883913699099,0.017275920121066296
contrast+++,-0.07644326087465692,-0.11886016117604775,-0.05182671876144317,-0.050503683207408966,-0.14237365470472618,-0.14192733832820675,-0.11439959270537234,-0.11818687604784142,-0.14192733832820675,-0.11256497520765323,-0.12448549165790265,0.05046798702927572,0.13382627704599653,1.0,-0.04816402843713759,-0.10637696613449599,-0.07183738295070484,-0.07467258019235687,-0.09633340771634755,-0.06807039385609694,-0.10783443467822242,-0.05659684405316789,-0.1181874622672618,-0.11823453709650461,-0.12873736462624438,-0.0960960642547366,0.05833679704882879
similarity+++,-0.06475608479124106,-0.07986304071140649,-0.04218457585475888,-0.08502632975016011,-0.08930724034241816,-0.022468635445643988,-0.02305517587618099,-0.0224303646558537,-0.022468635445643988,-0.031172885011291066,-0.029480273194415912,-0.09531464139803017,-0.11711217376969602,-0.04816402843713759,1.0,0.09425206868308958,0.007704159111827247,-0.027565841159496385,0.0032762313938385023,-0.0594324827429223,-0.09927549547366293,-0.017144327856080138,-0.016678690962947936,-0.02680904856452653,-0.02471508078245558,-0.03243439958422313,-0.06029141721485414
conjunction+++,-0.02996949521184105,-0.084394992750432,-0.020573808373434442,-0.12316062594376878,-0.16084573090768095,-0.08435057884022183,-0.08899517392606385,-0.08064496150565204,-0.08435057884022183,-0.0709362877139906,-0.06652213115267169,-0.06940331243149994,-0.1089639465486837,-0.10637696613449599,0.09425206868308958,1.0,-0.06510128281971125,-0.07854477874172813,-0.06338944464958038,-0.10711268687169756,-0.026555625001917323,-0.06309730787785219,-0.06081917764189323,-0.07377824123394076,-0.08034384337548979,-0.07989840992351038,-0.10982838298903655
disjunction,0.0421906248013955,-0.01463445090278947,0.054308542661724454,-0.14909922955022897,-0.07280750276772494,0.628510359805605,0.4799816822063291,0.5390626831256206,0.628510359805605,0.46152607645313704,0.5106689680717872,-0.11545754271886835,-0.14080606277339647,-0.07183738295070484,0.007704159111827247,-0.06510128281971125,1.0,0.14346818446486106,-0.13022953580639052,-0.09865443484740095,-0.15852630788406355,0.07177208993539434,0.4639502491176486,0.3462001480535836,0.5774343407733383,0.4693229315171028,0.06438735738788683
arg1-as-instance,-0.003651778949765883,-0.044632068047052165,-0.006271606598951323,-0.06289531192296564,-0.07304275230453351,0.2249054435452825,0.19808698832929886,0.17532308053989543,0.2249054435452825,0.18999113585943955,0.1780696131087703,-0.08851091020027889,-0.10278564654866652,-0.07467258019235687,-0.027565841159496385,-0.07854477874172813,0.14346818446486106,1.0,-0.019674438847667466,-0.04942247354086764,-0.005512572244167322,-0.0005496476294304913,0.17685609652183218,0.14823895674714427,0.20500577438395598,0.1614360964330822,-0.002603335551340789
arg2-as-instance+++,-0.16176478525153462,-0.1921313418031495,-0.04494930814212197,0.049160860488867655,-0.13920524492064565,-0.19566644870381253,-0.14151902907836522,-0.16419213283734005,-0.19566644870381253,-0.16021582296342987,-0.16237612259834375,-0.1088874366449162,-0.17578510176072956,-0.09633340771634755,0.0032762313938385023,-0.06338944464958038,-0.13022953580639052,-0.019674438847667466,1.0,-0.0605974230546632,0.16089853270626556,-0.05330739162250139,-0.1501690658250909,-0.10341929404623748,-0.18719966936950716,-0.13861294548060193,-0.10463995960759724
arg1-as-detail+++,-0.14203026137781535,-0.14287259529773066,-0.10659150071958078,0.04750373619399032,0.04905832215519817,-0.13915911958033478,-0.11237833386178123,-0.10213486699081044,-0.13915911958033478,-0.1040784580130807,-0.10858221102635765,-0.0667020601121796,-0.08546005149477312,-0.06807039385609694,-0.0594324827429223,-0.10711268687169756,-0.09865443484740095,-0.04942247354086764,-0.0605974230546632,1.0,-0.023768179788214182,0.015803089514527885,-0.10414204865310987,-0.09146682327008362,-0.1334394852414331,-0.11324036027427895,-0.04623849282224994
arg2-as-detail+++,-0.11775922294926584,-0.2657589123672575,-0.016890856861190934,0.10191431882213416,-0.22216355340313737,-0.21939728850996798,-0.17467951940294252,-0.1863606366589207,-0.21939728850996798,-0.16774463997241532,-0.1797706628974244,-0.05292493924130811,-0.20418050867252288,-0.10783443467822242,-0.09927549547366293,-0.026555625001917323,-0.15852630788406355,-0.005512572244167322,0.16089853270626556,-0.023768179788214182,1.0,-0.04706356050157255,-0.17785091300494774,-0.10038996561517344,-0.20801059999060237,-0.16666096008238046,-0.08443320687921017
equivalence,-0.04166727207180039,-0.055147476776077994,-0.03948060198374408,-0.026540392546848222,-0.008760798329133375,0.13822541693215,0.0975805104768655,0.10311400079907526,0.13822541693215,0.09348195324672243,0.10568245524959823,-0.08630588858289184,-0.09050770342617637,-0.05659684405316789,-0.017144327856080138,-0.06309730787785219,0.07177208993539434,-0.0005496476294304913,-0.05330739162250139,0.015803089514527885,-0.04706356050157255,1.0,0.09423314293759182,0.0803399347553685,0.1247761349302955,0.10861416660869994,0.020886488871158335
arg1-as-manner,0.059178516581435546,0.0004972978024930311,0.062348440145317915,-0.1736226172097048,-0.06608174285683886,0.7416063680851475,0.5677128535894562,0.5976705574903708,0.7416063680851475,0.5459160878169792,0.6037030769543117,-0.14202422714602758,-0.14715361891978684,-0.1181874622672618,-0.016678690962947936,-0.06081917764189323,0.4639502491176486,0.17685609652183218,-0.1501690658250909,-0.10414204865310987,-0.17785091300494774,0.09423314293759182,1.0,0.44014982742049125,0.6817097391111687,0.5553653596647309,0.049762618404495446
arg2-as-manner,0.017640203221248266,-0.013385779768436796,0.04171849091922433,-0.14048256419921354,-0.03534861670461414,0.5591163941503682,0.4260179844619364,0.4485248336162789,0.5591163941503682,0.437866214596746,0.45347133415887625,-0.11687614291662138,-0.1257749286874869,-0.11823453709650461,-0.02680904856452653,-0.07377824123394076,0.3462001480535836,0.14823895674714427,-0.10341929404623748,-0.09146682327008362,-0.10038996561517344,0.0803399347553685,0.44014982742049125,1.0,0.5134174205909043,0.41637093660283997,0.02225373095654276
arg1-as-excpt,0.06553273198548329,0.0014247345045948052,0.08614891212199614,-0.2100586392748465,-0.07763998133840308,0.9197091916058986,0.7052211287911305,0.7922844256056657,0.9197091916058986,0.6782389547863115,0.7496376006192271,-0.1574914980644696,-0.17199294534424203,-0.12873736462624438,-0.02471508078245558,-0.08034384337548979,0.5774343407733383,0.20500577438395598,-0.18719966936950716,-0.1334394852414331,-0.20801059999060237,0.1247761349302955,0.6817097391111687,0.5134174205909043,1.0,0.733386173772025,0.0709218763319338
arg2-as-excpt,0.05983315566934483,0.0002492117722616069,0.06209342018993071,-0.1825214980349227,-0.07812918449142468,0.7507368367204563,0.5745240428474911,0.6047821204155165,0.7507368367204563,0.5525003037032338,0.6109689775159219,-0.12631137741638634,-0.1442883913699099,-0.0960960642547366,-0.03243439958422313,-0.07989840992351038,0.4693229315171028,0.1614360964330822,-0.13861294548060193,-0.11324036027427895,-0.16666096008238046,0.10861416660869994,0.5553653596647309,0.41637093660283997,0.733386173772025,1.0,0.037726142537619106
arg2-as-subst,-0.022436566490804274,-0.04562958830777554,-0.04936818358313631,-0.05178938822506188,-0.04009441083111621,0.06540199792803975,0.04025442407252706,0.04311650431615586,0.06540199792803975,0.03811414201385949,0.045166688590410696,-0.028214670927719888,0.017275920121066296,0.05833679704882879,-0.06029141721485414,-0.10982838298903655,0.06438735738788683,-0.002603335551340789,-0.10463995960759724,-0.04623849282224994,-0.08443320687921017,0.020886488871158335,0.049762618404495446,0.02225373095654276,0.0709218763319338,0.037726142537619106,1.0
