,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
arg2-as-goal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-denier+++,0.030366531643064302,0.07566115527748672,0.009324644966300722,9.970136081689904e-05,0.0838277505270771,0.0,0.0,0.0,0.0,0.0,0.0,0.998269215828387,0.17612232163132885,0.04583169911278459,0.023177135992999708,0.06787454253585504,0.0,0.0,0.048481585726215935,0.016599151716800174,0.02208966720128008,0.0,0.0,0.0,0.0,0.0,0.005246166808296411
arg2-as-denier+++,0.02988842340357162,0.03716312078371452,0.02160561043925911,0.06844215174394082,0.057583350194265415,0.0,0.0,0.007333199729957289,0.0,0.0,0.0,0.17612232163132885,0.9992507918226318,0.07415149737479616,0.04717739109576688,0.09762142763295822,0.0,0.0031049500427935994,0.09673061241738573,0.03508213506349724,0.14373268384027504,0.0,0.0,0.0,0.0,0.0,0.0
contrast+++,0.035817211736460706,0.05925384531004333,0.00768101705086648,0.029590377733181173,0.09753557251918124,0.0,0.0,0.0,0.0,0.0,0.0,0.04583169911278459,0.07415149737479616,0.9986060180589772,0.006330746388361166,0.06934648887856569,0.0,0.0,0.03596091281262112,0.028599238500524336,0.06003448171525201,0.0,0.0,0.0,0.0,0.0,0.08581196753314559
similarity+++,0.020699904915781234,0.046952956741244944,0.011596447124739775,0.04145773903868238,0.09001784942076813,0.0,0.0,0.0,0.0,0.0,0.0,0.023177135992999708,0.04717739109576688,0.006330746388361166,0.9972892444888943,0.10168806415772004,0.0,0.0,0.00022010491006923264,0.013979281222877742,0.04766863383665085,0.0,0.0,0.0,0.0,0.0,0.008969845684208945
conjunction+++,0.005587164578885407,0.0899603423380314,0.004278275800968496,0.10829886814802346,0.18811900578377805,0.0,0.0,0.0,0.0,0.0007735008864178252,0.0,0.06787454253585504,0.09762142763295822,0.06934648887856569,0.10168806415772004,0.9996913477734809,0.007691621635678357,0.017117200995296268,0.07907519802835862,0.08154474660318457,0.05449397790925197,0.009879580731341034,0.0,0.0,0.0,0.0,0.03865622894832155
disjunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007691621635678357,0.7499231124096569,0.0,0.0,0.0,0.0042448663911730765,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,0.0,0.0,0.0,0.01077716524532341,0.012881339855172555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031049500427935994,0.0,0.0,0.017117200995296268,0.0,0.9165897317536031,0.003333226290486395,0.0,0.02417199356915736,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance+++,0.057227281452242464,0.10634541888404106,0.01823264443544786,0.024837190680945753,0.1278094599173689,0.0,0.0,0.0,0.0,0.0,0.0,0.048481585726215935,0.09673061241738573,0.03596091281262112,0.00022010491006923264,0.07907519802835862,0.0,0.003333226290486395,0.9992659398813226,0.03645645546395406,0.14993473235742688,0.0,0.0,0.0,0.0,0.0,0.0220522098369612
arg1-as-detail+++,0.03152574174098715,0.06667476515013093,0.01499240837487607,0.03071794821031185,0.04979705965517437,0.0,0.0,0.0,0.0,0.0,0.0,0.016599151716800174,0.03508213506349724,0.028599238500524336,0.013979281222877742,0.08154474660318457,0.0,0.0,0.03645645546395406,0.9979668621979516,0.0038722292513885927,0.0,0.0,0.0,0.0,0.0,0.012123456058815374
arg2-as-detail+++,0.0601536034019656,0.2030121420130482,0.03812657239457023,0.07881026950985694,0.23024397480020317,0.0,0.0,0.0,0.0,0.0,0.0,0.02208966720128008,0.14373268384027504,0.06003448171525201,0.04766863383665085,0.05449397790925197,0.0042448663911730765,0.02417199356915736,0.14993473235742688,0.0038722292513885927,0.9996689971708289,0.0,0.0,0.0,0.0,0.0,0.007702155293294465
equivalence,0.0,0.0,0.0,0.0,0.010155021448529986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009879580731341034,0.0,0.0,0.0,0.0,0.0,0.7499231124096569,0.0,0.0,0.0,0.0,0.0
arg1-as-manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-subst,0.0030541175608029556,0.00023252595028441095,0.0,0.0,0.04189432949680155,0.0,0.0,0.0,0.0,0.0,0.0,0.005246166808296411,0.0,0.08581196753314559,0.008969845684208945,0.03865622894832155,0.0,0.0,0.0220522098369612,0.012123456058815374,0.007702155293294465,0.0,0.0,0.0,0.0,0.0,0.9888114895080838
