,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
arg2-as-goal,0.0,0.0,0.0023199358518766473,0.10764402394800525,0.009172895380135992,0.0,0.0,0.0,0.0,0.0,0.9539830248491665,0.0,0.0,0.020535695630445282,0.0,0.010846909364484977,0.0,0.005946261452501483,0.02323919820835951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-denier+++,0.0204175127019901,0.057533403044121016,0.024350102398578533,0.06206307605030544,0.04144978463526552,0.0,0.0,0.0,0.0,0.0,0.0,0.9801971483893682,0.29281241072253616,0.12918897772692883,0.004687321665629774,0.05634196836396789,0.0,0.020618284014883057,0.029317209413969918,0.0204175127019901,0.04968131685584142,0.0,0.0,0.0,0.0,0.09380880862074505,0.0,0.0
arg2-as-denier+++,0.0,0.042113846758314206,0.01310739619765662,0.03937710212642273,0.023219780513754586,0.0,0.0,0.0,0.0,0.0,0.0,0.29281241072253616,0.9700219838784891,0.1565143119806831,0.0,0.09071829938285816,0.0,0.004603500443990334,0.010099927082912095,0.009487262382475997,0.07958552146293972,0.0,0.0,0.0,0.0,0.1178699876448968,0.0,0.0
contrast+++,0.01007648098440525,0.06019330252337257,0.017756098161882623,0.10921384341798329,0.11544418895454772,0.0,0.0,0.0,0.0,0.0002754726757948309,0.020535695630445282,0.12918897772692883,0.1565143119806831,0.9938874475339246,0.03361029037089321,0.04246374864226476,0.04655006142001116,0.0,0.06580386877897204,0.062329370400542684,0.12451494828868649,0.0,0.0,0.004830942757285098,0.0,0.044128548816113694,0.0,0.0
similarity+++,0.0,0.027740670005772888,0.018574271946509756,0.05033226394488041,0.05572248949063669,0.0,0.0,0.0,0.0,0.0,0.0,0.004687321665629774,0.0,0.03361029037089321,0.9756216479765969,0.09351427106294723,0.08328729907289399,0.009804242345661523,0.019516960582162256,0.05747800285443394,0.008223835499097411,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction+++,0.026946516064136956,0.2210875045111985,0.1294041724126811,0.11266627694560302,0.24610355718763727,0.036529387445850055,0.01657758810612902,0.0,0.0,0.0,0.010846909364484977,0.05634196836396789,0.09071829938285816,0.04246374864226476,0.09351427106294723,0.9975951775293389,0.031886173218011855,0.0987321025622252,0.03473595074763533,0.0,0.14023582513402885,0.011018778604107075,0.0,0.03768731485696885,0.0,0.009560422670756777,0.0,0.0
disjunction,0.0,0.02849357505902825,0.0,0.018239060190774276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04655006142001116,0.08328729907289399,0.031886173218011855,0.9539830248491665,0.0,0.02323919820835951,0.0,0.045784987035908914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,0.026129684165742694,0.06609168775736045,0.03028384596949101,0.0,0.033427712557153835,0.03227282770793611,0.0,0.0,0.0,0.0,0.005946261452501483,0.020618284014883057,0.004603500443990334,0.0,0.009804242345661523,0.0987321025622252,0.0,0.9837989631336405,0.03924568223777943,0.09174859026617925,0.11262431569194258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance+++,0.0665641242111856,0.11191371750844872,0.05677749739576689,0.05036911490572548,0.10704803366768277,0.0,0.010223260251369133,0.0,0.0,0.0026425821129084496,0.02323919820835951,0.029317209413969918,0.010099927082912095,0.06580386877897204,0.019516960582162256,0.03473595074763533,0.02323919820835951,0.03924568223777943,0.994375,0.0665641242111856,0.0027763371702872394,0.0,0.0,0.007241055579543653,0.0,0.0,0.0,0.0
arg1-as-detail+++,0.0,0.026689766025172902,0.01126761060090066,0.07318647260343948,0.018654168697266493,0.0,0.0,0.0,0.0,0.0,0.0,0.0204175127019901,0.009487262382475997,0.062329370400542684,0.05747800285443394,0.0,0.0,0.09174859026617925,0.0665641242111856,0.986598767086572,0.06956911951726086,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail+++,0.08058851542812584,0.14440872396421944,0.11220929915870853,0.027718514986978113,0.23742287548185906,0.04129968609431526,0.008044614770827723,0.0,0.0,0.049973400818056415,0.0,0.04968131685584142,0.07958552146293972,0.12451494828868649,0.008223835499097411,0.14023582513402885,0.045784987035908914,0.11262431569194258,0.0027763371702872394,0.06956911951726086,0.9977347777061856,0.0,0.01725891900434363,0.002389457854617929,0.0,0.0,0.0,0.0
equivalence,0.0,0.0,0.0,0.005613676333051146,0.003266047223839507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011018778604107075,0.0,0.0,0.0,0.0,0.0,0.7494432071269487,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-manner,0.0,0.0,0.0,0.0,0.04922399744500975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01725891900434363,0.0,0.7494432071269487,0.0,0.0,0.0,0.0,0.0
arg2-as-manner,0.0,0.0,0.0,0.0,0.0,0.0,0.11370577257108988,0.0,0.0,0.0,0.0,0.0,0.0,0.004830942757285098,0.0,0.03768731485696885,0.0,0.0,0.007241055579543653,0.0,0.002389457854617929,0.0,0.0,0.9161073825503355,0.0,0.0,0.0,0.0
arg1-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09380880862074505,0.1178699876448968,0.044128548816113694,0.0,0.009560422670756777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994438264738598,0.0,0.0
arg2-as-subst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-subst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
