,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
arg2-as-goal,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-denier,,,,,,,,,,,,0.0,0.6167789444539247,0.711512901630811,0.8814976531083423,0.11199899714491866,fisher_used,fisher_used,0.565867192001043,0.9031462596700818,0.26045394980692654,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9440067086751505
arg2-as-denier,,,,,,,,,,,,,0.0,0.3520577173244497,0.7075762913427355,6.357071108321609e-05,fisher_used,fisher_used,0.14852718662387157,0.7594463314712032,0.004630346039856647,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.8597166626572988
contrast,,,,,,,,,,,,,,0.0,0.7816117591778928,0.003121788690101572,fisher_used,fisher_used,0.2856497422621287,0.8209709591559883,0.03637637454799031,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.8960822068259786
similarity,,,,,,,,,,,,,,,0.0,0.4505057465927458,fisher_used,fisher_used,0.6669196493234,0.9273204227310847,0.39892970752059853,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9580125511563521
conjunction,,,,,,,,,,,,,,,,0.0,fisher_used,fisher_used,4.632055725999438e-05,0.33081313902714965,8.42854963911048e-19,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.5746016687092046
disjunction,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-instance,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-instance,,,,,,,,,,,,,,,,,,,0.0,0.7253466226623031,0.010139539041252152,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.839312001459858
arg1-as-detail,,,,,,,,,,,,,,,,,,,,0.0,0.491085178086479,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.9657200235264161
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,0.0,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,0.6910490747567894
equivalence,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
