,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
arg2-as-denier,,,,,,,,,,,,,0.0,1.3359926538245337e-09,8.856175514328623e-05,2.5267198962446345e-15,0.6082784505726297,0.374537897332334,3.7961336264174e-15,0.0034000821258826385,2.8099889484656865e-31,0.6082784505726297,fisher_used,fisher_used,fisher_used,fisher_used,0.9170878966904973
contrast,,,,,,,,,,,,,,0.0,0.5045295690084606,1.6427501448929728e-08,0.7242395460658047,0.5410321937580967,0.0028640678239459966,0.01458952957781659,9.741896000754839e-07,0.7242395460658047,fisher_used,fisher_used,fisher_used,fisher_used,4.501306966938991e-13
similarity,,,,,,,,,,,,,,,0.0,1.2815360086138285e-16,0.8061916370140967,0.6707815975013198,0.8953607612239511,0.1878978346561609,8.81659942066437e-05,0.8061916370140967,fisher_used,fisher_used,fisher_used,fisher_used,0.2429576423168782
conjunction,,,,,,,,,,,,,,,,0.0,0.1838654521045131,0.07348700861405422,1.3982031152892546e-10,3.12054859815731e-11,9.828433205737793e-06,0.1322177370514413,fisher_used,fisher_used,fisher_used,fisher_used,0.0010844685781973187
disjunction,,,,,,,,,,,,,,,,,0.0,0.9657200235264161,0.6034680879175331,0.7746609070141721,0.28185514121853306,0.980210472762072,fisher_used,fisher_used,fisher_used,fisher_used,0.906026796158699
arg1-as-instance,,,,,,,,,,,,,,,,,,0.0,0.3681531657796372,0.6198871177946719,0.017627722469169976,0.9657200235264161,fisher_used,fisher_used,fisher_used,fisher_used,0.8379360438554692
arg2-as-instance,,,,,,,,,,,,,,,,,,,0.0,0.0023746363610891216,7.102148188948149e-34,0.6034680879175331,fisher_used,fisher_used,fisher_used,fisher_used,0.044459779647213024
arg1-as-detail,,,,,,,,,,,,,,,,,,,,0.0,0.7050790032818814,0.7746609070141721,fisher_used,fisher_used,fisher_used,fisher_used,0.17304820032328405
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,0.0,0.6954765252284074,fisher_used,fisher_used,fisher_used,fisher_used,0.4375019113218729
equivalence,,,,,,,,,,,,,,,,,,,,,,0.0,fisher_used,fisher_used,fisher_used,fisher_used,0.906026796158699
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used,fisher_used
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used,fisher_used
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used,fisher_used
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,fisher_used,fisher_used
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
