,synchronous,precedence,succession,reason,result,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier,arg2-as-denier,contrast,similarity,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
arg2-as-goal,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.010362694300518135,0.0,0.023809523809523808,0.0,0.0,0.012690355329949238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-denier,,,,,,,,,,,,1.0,0.19444444444444445,0.08333333333333333,0.0,0.02040816326530612,0.0,0.03571428571428571,0.008,0.0,0.0171990171990172,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.0
arg2-as-denier,,,,,,,,,,,,,1.0,0.08,0.0,0.008532423208191127,0.0,0.0,0.008620689655172414,0.0,0.004962779156327543,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0
contrast,,,,,,,,,,,,,,1.0,0.037037037037037035,0.08482871125611746,0.030303030303030304,0.025,0.0213903743315508,0.0,0.04814004376367615,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0
similarity,,,,,,,,,,,,,,,1.0,0.034782608695652174,0.06666666666666667,0.0,0.008333333333333333,0.05263157894736842,0.0199501246882793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction,,,,,,,,,,,,,,,,1.0,0.008620689655172414,0.020202020202020204,0.1140495867768595,0.04251700680272109,0.4064327485380117,0.003484320557491289,0.0017391304347826088,0.0034602076124567475,0.0,0.0,0.0,0.0
disjunction,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.005037783375314861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,,,,,,,,,,,,,,,,,,1.0,0.007633587786259542,0.07575757575757576,0.009615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0990990990990991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-detail,,,,,,,,,,,,,,,,,,,,1.0,0.023980815347721823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail,,,,,,,,,,,,,,,,,,,,,1.0,0.002570694087403599,0.0,0.00510204081632653,0.0,0.0,0.0,0.0
equivalence,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-manner,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0,0.0
arg2-as-manner,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0,0.0,0.0
arg1-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,NA,0.0,NA,NA
arg2-as-excpt,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,0.0
arg2-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA
arg1-as-subst,,,,,,,,,,,,,,,,,,,,,,,,,,,,NA
