,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
arg2-as-goal,0.0,0.0,0.0,0.0,0.0026508326708053207,0.0,0.0,0.0,0.0,0.0,0.8327759197324416,0.0,0.0,0.0,0.0,0.03148258789923928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-denier+++,0.0,0.01207949680235937,0.0,0.02623959786439562,0.009413792396634344,0.0,0.0,0.0,0.0,0.0,0.0,0.9494382022471911,0.06338236910075272,0.10218515247150933,0.0,0.061266694239980365,0.0,0.0,0.004916944400773795,0.0,0.05390538784180212,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-denier+++,0.0,0.0,0.0,0.007546989822956077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06338236910075272,0.8994413407821229,0.0,0.0,0.05073595718111287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
contrast+++,0.00652724506401651,0.03679042540308294,0.0,0.06403419172023539,0.08484387162437576,0.0,0.0,0.0,0.0,0.0,0.0,0.10218515247150933,0.0,0.9875124875124874,0.014241394486189777,0.07264907134341442,0.018899331065585737,0.0,0.04545011180192934,0.0006392426362270818,0.11957107183728907,0.0,0.0,0.0,0.0,0.0,0.0,0.0
similarity+++,0.0,0.0,0.0,0.0,0.021357291936186358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014241394486189777,0.9161073825503355,0.0,0.0,0.0,0.0,0.0,0.0050806606914293355,0.0,0.0,0.0,0.0,0.0,0.0,0.0
conjunction+++,0.029206901279179263,0.15900366615536696,0.06541380369138496,0.17295839546065583,0.2656269353010075,0.0,0.0,0.0,0.0,0.0,0.03148258789923928,0.061266694239980365,0.05073595718111287,0.07264907134341442,0.0,0.9977415420750712,0.0,0.061266694239980365,0.01418478303237239,0.0,0.0016672253965763879,0.0,0.0,0.0,0.0,0.0,0.0,0.0
disjunction,0.0,0.0,0.0,0.007546989822956077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018899331065585737,0.0,0.0,0.8994413407821229,0.0,0.0,0.0,0.029666532272686966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-instance,0.0,0.01207949680235937,0.0,0.02623959786439562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.061266694239980365,0.0,0.9494382022471911,0.004916944400773795,0.0,0.030239607813693874,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-instance+++,0.013327828642291603,0.06730319014937908,0.0,0.025760439609357536,0.11534743778617788,0.0,0.0,0.0,0.0,0.0,0.0,0.004916944400773795,0.0,0.04545011180192934,0.0,0.01418478303237239,0.0,0.004916944400773795,0.9903173749327595,0.007270675733591496,0.008054927913919029,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-detail+++,0.0,0.01452824976482535,0.0,0.029017986301619347,0.01378979010078998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006392426362270818,0.0,0.0,0.0,0.0,0.007270675733591496,0.9539830248491665,0.012542846246712149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-detail+++,0.06793479635978762,0.13427982713047543,0.04788846300771914,0.05898407369002898,0.20218713302595664,0.0,0.0,0.0,0.0,0.0,0.0,0.05390538784180212,0.0,0.11957107183728907,0.0050806606914293355,0.0016672253965763879,0.029666532272686966,0.030239607813693874,0.008054927913919029,0.012542846246712149,0.9972307692307691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
equivalence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-manner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4994438264738598,0.0,0.0,0.0,0.0
arg1-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-excpt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg2-as-subst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
arg1-as-subst,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
