,synchronous,precedence,succession,reason,result,arg1-as-denier,arg2-as-denier,contrast,conjunction,disjunction,arg1-as-instance,arg2-as-instance,arg1-as-detail,arg2-as-detail,arg2-as-manner
16,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
17,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
18,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
19,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
20,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
21,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
22,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
23,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
24,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
25,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
26,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
27,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
28,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
29,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
30,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
31,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
32,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
33,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
34,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
35,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
36,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
37,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V
38,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
39,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
40,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
41,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
42,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
43,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
44,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
45,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
46,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
47,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
48,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
49,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
50,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
51,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
52,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
53,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
54,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
55,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
56,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
57,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
58,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
59,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
60,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
61,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
62,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
63,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
64,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
65,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
66,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
67,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
68,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
69,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
70,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
71,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
72,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
73,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
74,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
75,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
76,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
77,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
78,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
79,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
80,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
81,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
82,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
83,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
84,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
85,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
86,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
87,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
88,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
89,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
90,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
91,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
92,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
93,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
94,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
95,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V
96,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
97,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
98,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
99,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
100,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
101,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
102,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
103,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
104,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
105,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
106,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
107,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
108,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
109,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
110,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
111,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
112,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
113,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
114,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
115,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
116,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
117,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
118,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
119,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
120,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
121,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
122,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
123,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
124,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
125,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
126,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
127,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
128,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
129,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
130,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
131,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
132,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
133,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
134,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
135,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
136,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
137,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
138,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
139,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
140,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
141,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
142,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
143,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
144,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
145,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
146,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
147,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
148,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
149,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
150,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
151,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
152,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
153,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
154,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
155,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
156,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
157,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
158,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
159,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
160,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
161,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
162,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
163,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
164,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
165,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
166,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
167,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
168,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
169,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
170,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
171,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
172,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
173,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
174,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
175,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
176,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
177,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
178,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
179,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
180,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
181,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
182,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
183,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
184,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
185,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
186,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
187,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
188,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
189,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
190,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
191,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
192,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
193,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
194,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
195,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
196,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
197,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
198,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
199,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
200,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
201,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
202,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
203,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
204,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
205,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
206,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
207,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
208,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
209,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
210,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
211,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
212,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
213,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
214,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
215,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
216,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
217,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
218,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
219,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
220,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V,¬V,¬V,¬V,¬V,¬V
221,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
222,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
223,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
224,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,V,¬V
225,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V,¬V
