,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst
arg2-as-goal,0.7894098938049473,0.5027240966908589,0.876955009513524,0.3731010660205026,0.23223470652876008,0.9961294197169475,0.9908751887869741,0.9918078255251335,0.9961294197169475,0.9912104651953736,1.0,0.5829584761934465,0.41238317498077276,0.5759312819214235,0.720043638905923,0.23616047403540327,0.9859920083873753,0.935127219487321,0.3766533993317353,0.5860900787258624,0.13884480983641956,0.9133444913339992,0.9907561829655986,0.981959015682704,0.994916215629168,0.9904875837688716,0.8697197305720353
arg1-as-denier+++,0.43264602373658495,0.22595448065353702,0.5231579499514792,0.20891695576974936,0.07858586876126314,0.5858042274229539,0.583344032136611,0.5826099506376337,0.5858042274229539,0.5835353863190504,0.5829584761934465,1.0,0.35066404830108894,0.38440734963114603,0.38733158865967143,0.09074147169971532,0.5799392339613045,0.542814487322006,0.15540886560266068,0.31556872239887285,0.037952005065427015,0.5290021922652779,0.5813951029020218,0.5765634218973951,0.5853012399092562,0.5838116365965662,0.5194033163316795
arg2-as-denier+++,0.3168491148571062,0.20327461980035344,0.35314241355003206,0.05935907539076103,0.0725637368910585,0.41457355450323774,0.4139767207769111,0.4144348577153534,0.41457355450323774,0.41141430533441414,0.41238317498077276,0.35066404830108894,1.0,0.34130505754682555,0.24399378220717596,0.023485884512867945,0.4078714361663988,0.3770701227771061,0.029995189621074725,0.19710018606561203,-0.09266766395525926,0.3677020050360302,0.4115919124273876,0.407020880023795,0.4143576457800516,0.41189345178137327,0.3868485119992033
contrast+++,0.43149544368020165,0.23117031347771122,0.5070602968771966,0.1961535085220487,0.06229389730384902,0.5787899521302114,0.5751896637401638,0.576016931931018,0.5787899521302114,0.5752634519573253,0.5759312819214235,0.38440734963114603,0.34130505754682555,1.0,0.4014490894330852,0.07892328942262461,0.5767576161409201,0.5368232405583793,0.16586655404161668,0.31270106702135564,0.012664919491142448,0.5289768663571055,0.5745321742410066,0.5656723644917854,0.5780137954239424,0.5774337110596105,0.5441425580828771
similarity+++,0.5507198412083161,0.33062754475025763,0.6300088661324038,0.23470668226860736,0.1362989462853296,0.7239072674830166,0.71977631909109,0.7207362306791096,0.7239072674830166,0.7189981890564932,0.720043638905923,0.38733158865967143,0.24399378220717596,0.4014490894330852,1.0,0.2113644086900904,0.7192596437838674,0.6784436229139511,0.29343004544748436,0.4081762409940691,0.05943027573590823,0.667238329521999,0.7205862582746613,0.7127473167280507,0.7226952433755606,0.7182737227897196,0.6198448347065495
conjunction+++,0.181706342044617,0.07583040534410854,0.2045387022844351,-0.0033333817032792402,-0.09249608381585002,0.23661432282527062,0.23344683755594428,0.23457890666543807,0.23661432282527062,0.23441717788649857,0.23616047403540327,0.09074147169971532,0.023485884512867945,0.07892328942262461,0.2113644086900904,1.0,0.23348299219975174,0.21004211004603524,0.037443966202633384,0.0802197517621864,-0.010840595611910437,0.20347253955467437,0.23521048425692376,0.2302747193900324,0.23607126801481534,0.2344575976179944,0.17709297205243293
disjunction,0.7845602419653261,0.49605438414710273,0.8717592956682135,0.3699818911436317,0.22969721762302422,0.9898624079698174,0.9846083934599104,0.9867667848213886,0.9898624079698174,0.9849434438601551,0.9859920083873753,0.5799392339613045,0.4078714361663988,0.5767576161409201,0.7192596437838674,0.23348299219975174,1.0,0.9300571551019838,0.3742978645959818,0.5807954981035512,0.135268868529042,0.9070794931594548,0.9844891569423174,0.9756919751546671,0.9886492202868814,0.9842205876002292,0.8673034749973031
arg1-as-instance,0.7420693681382841,0.462826517664881,0.824059680127831,0.3528714913382326,0.21038979853498338,0.9389964510751782,0.9361189392976239,0.9346757356881522,0.9389964510751782,0.9361280267535677,0.935127219487321,0.542814487322006,0.3770701227771061,0.5368232405583793,0.6784436229139511,0.21004211004603524,0.9300571551019838,1.0,0.3677688374678732,0.5505471965872148,0.14322460693381017,0.8585777542981434,0.9346077250185719,0.9283052414435038,0.9377836979065456,0.9333559025254957,0.8201265052223148
arg2-as-instance+++,0.22886471766225183,0.07569175552944984,0.32964917486759326,0.17947980093373606,-0.005665692908421317,0.3780353560362406,0.37786157124138997,0.37632850407494567,0.3780353560362406,0.37496139287485086,0.3766533993317353,0.15540886560266068,0.029995189621074725,0.16586655404161668,0.29343004544748436,0.037443966202633384,0.3742978645959818,0.3677688374678732,1.0,0.18661954569766195,0.15845541653683626,0.34951815549889614,0.37608778974736046,0.37534720265000465,0.3768245902657602,0.3779538828922339,0.30240006049541324
arg1-as-detail+++,0.4072367429080706,0.21680975975863134,0.4881825633926624,0.26423809436237694,0.16161244974580086,0.5872160202438893,0.5836814480432564,0.5867884214044782,0.5872160202438893,0.5839914552841724,0.5860900787258624,0.31556872239887285,0.19710018606561203,0.31270106702135564,0.4081762409940691,0.0802197517621864,0.5807954981035512,0.5505471965872148,0.18661954569766195,1.0,0.06760304647324807,0.5617490924942937,0.5845402508311064,0.5781303028295217,0.5860048459257133,0.5835999298763699,0.5097243307873591
arg2-as-detail+++,0.07154241858271933,-0.08049385618024821,0.12489146935523895,0.10606556072922582,-0.1574385921634554,0.1393592932166923,0.1378270216869685,0.1378785415903578,0.1393592932166923,0.13841692710955786,0.13884480983641956,0.037952005065427015,-0.09266766395525926,0.012664919491142448,0.05943027573590823,-0.010840595611910437,0.135268868529042,0.14322460693381017,0.15845541653683626,0.06760304647324807,1.0,0.12691992219772139,0.1376379403015086,0.14120967373427085,0.13872191851918547,0.13826882795801818,0.10298680479767895
equivalence,0.7159241132977635,0.44644197328908003,0.8002836087090475,0.3554896331115111,0.2157512931035788,0.917213351766614,0.9119612602381045,0.9128923810797825,0.917213351766614,0.9122970779920185,0.9133444913339992,0.5290021922652779,0.3677020050360302,0.5289768663571055,0.667238329521999,0.20347253955467437,0.9070794931594548,0.8585777542981434,0.34951815549889614,0.5617490924942937,0.12691992219772139,1.0,0.9118411039975716,0.905471543153488,0.9160000156457903,0.9127723556869769,0.8074939461981684
arg1-as-manner,0.789155761478692,0.5011002174794882,0.8754529465659012,0.3715046642771541,0.23235160008294106,0.9946265021361756,0.9893721516674241,0.9903046201403536,0.9946265021361756,0.9897075751529305,0.9907561829655986,0.5813951029020218,0.4115919124273876,0.5745321742410066,0.7205862582746613,0.23521048425692376,0.9844891569423174,0.9346077250185719,0.37608778974736046,0.5845402508311064,0.1376379403015086,0.9118411039975716,1.0,0.9815641899050304,0.9934132195106326,0.9889849184105968,0.8693108086158864
arg2-as-manner,0.7784498178040485,0.4943692287423083,0.8678499395769244,0.3680188128149182,0.2321119527002305,0.9858292442833603,0.9805752172600746,0.981507537753873,0.9858292442833603,0.9821531774017201,0.981959015682704,0.5765634218973951,0.407020880023795,0.5656723644917854,0.7127473167280507,0.2302747193900324,0.9756919751546671,0.9283052414435038,0.37534720265000465,0.5781303028295217,0.14120967373427085,0.905471543153488,0.9815641899050304,1.0,0.9846161225009735,0.9801875753229032,0.8606155551136742
arg1-as-excpt,0.7913876927916371,0.502545127832118,0.8796101620784649,0.37334824919640947,0.2342010890208996,0.9987867353730225,0.9935323270691256,0.9956342655208115,0.9987867353730225,0.99386750544696,0.994916215629168,0.5853012399092562,0.4143576457800516,0.5780137954239424,0.7226952433755606,0.23607126801481534,0.9886492202868814,0.9377836979065456,0.3768245902657602,0.5860048459257133,0.13872191851918547,0.9160000156457903,0.9934132195106326,0.9846161225009735,1.0,0.993927669011644,0.8728430041417418
arg2-as-excpt,0.7888564186952359,0.5001592953470811,0.8751843155087957,0.370743904282205,0.2314844777445341,0.9943581313992963,0.9891037784417392,0.9900364461317919,0.9943581313992963,0.9894392546311379,0.9904875837688716,0.5838116365965662,0.41189345178137327,0.5774337110596105,0.7182737227897196,0.2344575976179944,0.9842205876002292,0.9333559025254957,0.3779538828922339,0.5835999298763699,0.13826882795801818,0.9127723556869769,0.9889849184105968,0.9801875753229032,0.993927669011644,1.0,0.8679495039377537
arg2-as-subst,0.6875308878781208,0.42288061783538616,0.7590974396750313,0.3251571346296698,0.19554786518404094,0.8735876351644728,0.8683372823581871,0.8692678569407125,0.8735876351644728,0.8686722192359868,0.8697197305720353,0.5194033163316795,0.3868485119992033,0.5441425580828771,0.6198448347065495,0.17709297205243293,0.8673034749973031,0.8201265052223148,0.30240006049541324,0.5097243307873591,0.10298680479767895,0.8074939461981684,0.8693108086158864,0.8606155551136742,0.8728430041417418,0.8679495039377537,1.0
