,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
arg2-as-goal,0.25457443637284,0.3500662810220159,0.44946920608819624,0.4270135872845758,0.105597567201044,0.6166272906714076,0.7036341325180804,0.7737682910487299,0.7578318584883925,0.6518773146574348,1.0,0.40702505995642335,0.46682552860331433,0.12978452618114628,0.5315928249728279,0.2988376949473785,0.6875836812414345,0.4500320502582759,0.28836922468743775,0.4383806062350765,0.2649952530398232,0.6609513999530984,0.6766490178883529,0.5840158782443988,0.7650919472059492,0.7591442783112263,0.7563280149879922,0.7404919702765249
arg1-as-denier+++,0.26407683087725203,0.17822854416607795,0.30080417797710945,0.22666578162921633,0.0076935039769966355,0.45777584253579534,0.5038662669587956,0.5696999931622997,0.5649357909086405,0.4523793596191874,0.40702505995642335,1.0,0.5184237344859812,0.3212897985795763,0.39379202578444666,0.16771244956116857,0.5064267012109411,0.38524960868833047,0.22834866937836257,0.27471204681378636,0.1216262683691395,0.4413983981086926,0.49357909815047196,0.369690934221053,0.5791299521897817,0.5628099869224986,0.5530135387603479,0.5583822412133593
arg2-as-denier+++,0.2945221172191286,0.3122749146472618,0.3608700751859467,0.22683543890946567,0.07887366322102249,0.54959126411317,0.5700697302719218,0.6401804734943615,0.624232145852081,0.5204374161381727,0.46682552860331433,0.5184237344859812,1.0,0.33368294293054895,0.3945942864351879,0.1917489288183325,0.5561655798806612,0.4218422123202358,0.21984300143351765,0.34717238987295307,0.1354481532397656,0.5083710344306014,0.5538644617635536,0.4294462839327686,0.6485768714474311,0.6333439267225773,0.6196515707245577,0.6184094193810242
contrast+++,0.22534961649085047,0.10180237675090467,0.1967846480619274,0.0013084136486765392,-0.08575600220704307,0.2430877382048643,0.231244046969301,0.2961135421983624,0.29715509144351776,0.21136338627779414,0.12978452618114628,0.3212897985795763,0.33368294293054895,1.0,0.1829655134980972,0.07032825093725716,0.29327539180312107,0.16028072605023488,0.037888412960828524,0.10647795956967265,-0.03852268019929763,0.1946712087075706,0.2633389145692933,0.10906978595421384,0.30556949002853173,0.2889902697536167,0.2934856265977025,0.29690156449070565
similarity+++,0.30113167387455836,0.27310045445230724,0.36895996648180435,0.2579070041752442,0.061367958249457615,0.6167379330100375,0.6500747012639382,0.7189909528398479,0.7030344418994144,0.5970355492867806,0.5315928249728279,0.39379202578444666,0.3945942864351879,0.1829655134980972,1.0,0.3339177273097976,0.6586959971127758,0.5160498530248362,0.34605241907789047,0.4055509358022383,0.19464900738692528,0.6523927016610809,0.6682357259508931,0.4916202463561429,0.7102937454672309,0.7043336109984498,0.6919682901228147,0.6902308568429111
conjunction+++,0.15522257335027617,0.03611238446753057,0.14325719628742278,0.10818841568713096,-0.15665037008273014,0.31067332177399415,0.3478172297343184,0.4090172516557342,0.3960016600988839,0.3376429838961144,0.2988376949473785,0.16771244956116857,0.1917489288183325,0.07032825093725716,0.3339177273097976,1.0,0.3638630896388989,0.21144697639118898,0.23995666786640296,0.22504257517068732,0.2826904098464192,0.3577120309802908,0.3384018805258939,0.2757425228453183,0.3976180104027206,0.392039288721128,0.3941774984985484,0.39153682765419767
disjunction,0.37022038937863244,0.3771648685210614,0.533807920041999,0.35474178583305693,0.13187984793316207,0.7164206032881879,0.7830992717674667,0.8845026765471633,0.8685905396323333,0.7536182309298622,0.6875836812414345,0.5064267012109411,0.5561655798806612,0.29327539180312107,0.6586959971127758,0.3638630896388989,1.0,0.5940087938716923,0.36413215238814506,0.48903668665465444,0.28432432521813955,0.7778220042403413,0.7705054247080896,0.6102545973483493,0.8758595227629002,0.8699687070657515,0.8814830574931308,0.8722086498137932
arg1-as-instance,0.2637111729980669,0.28339747850011093,0.3594092581580449,0.23266604206134556,0.1736219047941047,0.5924635755034213,0.5850318745262533,0.6681780412887133,0.6522169700463029,0.5945966493594733,0.4500320502582759,0.38524960868833047,0.4218422123202358,0.16028072605023488,0.5160498530248362,0.21144697639118898,0.5940087938716923,1.0,0.2035237484860055,0.46538329763579195,0.13782534132946553,0.6029955132532585,0.6209719421094299,0.4929724107384293,0.6594773480865996,0.653513562230115,0.6411452443344406,0.6348113290636817
arg2-as-instance+++,0.09988007652540475,0.037869165482901646,0.09002593441802083,0.21618044350840968,-0.04494523691694589,0.30325392188204775,0.4409402406429917,0.44280531939059836,0.4416020791619729,0.34051094852594116,0.28836922468743775,0.22834866937836257,0.21984300143351765,0.037888412960828524,0.34605241907789047,0.23995666786640296,0.36413215238814506,0.2035237484860055,1.0,0.21273804710682434,0.2054606111366023,0.38947841409110917,0.34861619378745096,0.3683517062008444,0.43386041032438144,0.4395599472313706,0.415116880827865,0.41588398200076065
arg1-as-detail+++,0.199085241145292,0.20651864871088463,0.3186171879896935,0.17994659612373864,0.1348173320685809,0.49444375169217986,0.5023403237032334,0.5867642785352348,0.5707376175953452,0.5110544514922368,0.4383806062350765,0.27471204681378636,0.34717238987295307,0.10647795956967265,0.4055509358022383,0.22504257517068732,0.48903668665465444,0.46538329763579195,0.21273804710682434,1.0,0.14916262813095726,0.5416917466447895,0.5447323072228227,0.3877998550418804,0.5779664599276859,0.5741001180153749,0.5699395613424719,0.5715113247786756
arg2-as-detail+++,0.021941684512287205,0.07728070063255359,0.11475053549632994,0.14563747244801648,-0.1797345257715371,0.23518618570363983,0.3208232986171332,0.34742945960913263,0.34537759096315795,0.23374873726478826,0.2649952530398232,0.1216262683691395,0.1354481532397656,-0.03852268019929763,0.19464900738692528,0.2826904098464192,0.28432432521813955,0.13782534132946553,0.2054606111366023,0.14916262813095726,1.0,0.3136749892818096,0.28024206485782505,0.25698580741734944,0.34085637586679773,0.3416166331365659,0.32716589571981564,0.3305951352063858
equivalence,0.33602386846857724,0.39059055768544737,0.5064452646708535,0.3941402626635115,0.13072085181123688,0.7243955493767593,0.780124714901593,0.8692184270107052,0.8659136788381103,0.7126339218656708,0.6609513999530984,0.4413983981086926,0.5083710344306014,0.1946712087075706,0.6523927016610809,0.3577120309802908,0.7778220042403413,0.6029955132532585,0.38947841409110917,0.5416917466447895,0.3136749892818096,1.0,0.7721758940290626,0.6307482435994914,0.8605747333714264,0.8546860046085298,0.865224742696543,0.8360283038571168
arg1-as-manner,0.37338809951342666,0.4239746031722465,0.5157172423508755,0.3864652907187974,0.173712778016169,0.7355080786533926,0.7847905849105805,0.8861941552562487,0.8702803296749086,0.7478286832986691,0.6766490178883529,0.49357909815047196,0.5538644617635536,0.2633389145692933,0.6682357259508931,0.3384018805258939,0.7705054247080896,0.6209719421094299,0.34861619378745096,0.5447323072228227,0.28024206485782505,0.7721758940290626,1.0,0.6209937774173433,0.8775510858502286,0.8716611122821248,0.8593117662942374,0.8530057551757788
arg2-as-manner,0.28220744084903787,0.29118360429946605,0.3499429605053722,0.3393388730320468,0.11224766783494615,0.5549028945333075,0.6850010663398992,0.7158817633505369,0.6999393826599055,0.5964496974911694,0.5840158782443988,0.369690934221053,0.4294462839327686,0.10906978595421384,0.4916202463561429,0.2757425228453183,0.6102545973483493,0.4929724107384293,0.3683517062008444,0.3877998550418804,0.25698580741734944,0.6307482435994914,0.6209937774173433,1.0,0.7071989261982017,0.7110427337057472,0.6889087297954444,0.6825799895240677
arg1-as-excpt,0.42317540887309585,0.4743488772295536,0.5970412328431784,0.42354434669685964,0.17508876971017492,0.8297588706534383,0.89009846130798,0.9913652558705371,0.9754581228860134,0.8350986512742417,0.7650919472059492,0.5791299521897817,0.6485768714474311,0.30556949002853173,0.7102937454672309,0.3976180104027206,0.8758595227629002,0.6594773480865996,0.43386041032438144,0.5779664599276859,0.34085637586679773,0.8605747333714264,0.8775510858502286,0.7071989261982017,1.0,0.9768494276426783,0.9645041684950034,0.9582049343993966
arg2-as-excpt,0.41779595409276016,0.47512718216948197,0.5982241235450222,0.4198980278267427,0.18949240562240946,0.8067294013639165,0.884210557533125,0.9854842202871413,0.9695771422950263,0.8291981746574583,0.7591442783112263,0.5628099869224986,0.6333439267225773,0.2889902697536167,0.7043336109984498,0.392039288721128,0.8699687070657515,0.653513562230115,0.4395599472313706,0.5741001180153749,0.3416166331365659,0.8546860046085298,0.8716611122821248,0.7110427337057472,0.9768494276426783,1.0,0.958622249741727,0.9523234401009378
arg2-as-subst,0.4122124092726711,0.4653692608175353,0.5990261942542386,0.41897271831630456,0.18677002853448957,0.7943749473317372,0.8718611650562635,0.9731391942465988,0.9572317255341148,0.8168476884112058,0.7563280149879922,0.5530135387603479,0.6196515707245577,0.2934856265977025,0.6919682901228147,0.3941774984985484,0.8814830574931308,0.6411452443344406,0.415116880827865,0.5699395613424719,0.32716589571981564,0.865224742696543,0.8593117662942374,0.6889087297954444,0.9645041684950034,0.958622249741727,1.0,0.9399772681674105
arg1-as-subst,0.4185288224932587,0.4762521094438004,0.5832136381829756,0.40672347037167655,0.18324508903100348,0.7880657739229318,0.865559348353024,0.9668400954220886,0.9509327276677888,0.8190687113517731,0.7404919702765249,0.5583822412133593,0.6184094193810242,0.29690156449070565,0.6902308568429111,0.39153682765419767,0.8722086498137932,0.6348113290636817,0.41588398200076065,0.5715113247786756,0.3305951352063858,0.8360283038571168,0.8530057551757788,0.6825799895240677,0.9582049343993966,0.9523234401009378,0.9399772681674105,1.0
