,synchronous+++,precedence+++,succession,reason+++,result+++,arg1-as-cond,arg2-as-cond,arg1-as-negcond,arg2-as-negcond,arg1-as-goal,arg2-as-goal,arg1-as-denier+++,arg2-as-denier+++,contrast+++,similarity+++,conjunction+++,disjunction,arg1-as-instance,arg2-as-instance+++,arg1-as-detail+++,arg2-as-detail+++,equivalence,arg1-as-manner,arg2-as-manner,arg1-as-excpt,arg2-as-excpt,arg2-as-subst,arg1-as-subst
arg2-as-instance+++,0.1871629889363379,0.1197714851891285,0.17864399967996128,0.23207773947923901,0.03440381256280534,0.3630523978041859,0.4731518014982767,0.4809803872109656,0.4803278378835866,0.39176494698084713,0.3388833746769473,0.29205460161964797,0.29671868411131264,0.1287694694592104,0.38468235678832935,0.19553755876759304,0.41269552715934327,0.2748144746462651,1.0,0.2654703655309775,0.1858071229975902,0.43148855730561664,0.4020775948922003,0.40949764606863676,0.4737219586303623,0.4767737728302742,0.4585532252286627,0.4598536540852011
arg1-as-detail+++,0.2844270186603321,0.2674743750124809,0.37288557841872355,0.21954010546745456,0.17238958562780302,0.5330242230860833,0.5504555437083106,0.6221480525289804,0.6102548454696173,0.5471379759219485,0.4744982244277772,0.35618908806087596,0.42218525320458655,0.19777229232149013,0.4526783503299152,0.20105049737781408,0.5353363913449813,0.516028781265687,0.2654703655309775,1.0,0.16002204530702197,0.5812608367468504,0.5818697785818168,0.44696944438206243,0.6148823062705485,0.6110156274514497,0.6073542953180514,0.6088910498228627
arg2-as-detail+++,0.07534853859210937,0.10398976557314725,0.14021802257350233,0.1366638810287327,-0.08324816601012933,0.23568076012222416,0.29634118488270866,0.31878104259934203,0.3170231689951515,0.23418868327762912,0.24800581773640104,0.1481788136862817,0.1628348687774154,0.028022356416421593,0.19995086894928904,0.20822672951455637,0.2705193799125718,0.16214808940170058,0.1858071229975902,0.16002204530702197,1.0,0.2904798998077498,0.26774617994849664,0.24369908589727343,0.31402046485047735,0.31353452484888705,0.30402520946392103,0.306409980305291
equivalence,0.433224851114792,0.4421270300618553,0.5597414224031807,0.41087552181083364,0.19790378563594152,0.7610469855928463,0.8115546150433925,0.8891987025344944,0.8859397186870512,0.7505416316372916,0.6939723983811282,0.5318222197184301,0.5953329344448854,0.3094109999185435,0.6875439388333715,0.3053720063788244,0.8048932636775081,0.6531327570579868,0.43148855730561664,0.5812608367468504,0.2904798998077498,1.0,0.8051682157839614,0.6792346394039229,0.8819137328859012,0.8750331086568859,0.8830813268838258,0.8625193292202623
arg1-as-manner,0.46010446287138823,0.4683844525849697,0.568540933075728,0.40278493632358386,0.23097348152781413,0.7712820320304813,0.8160138354393026,0.9020922052638319,0.890177946165846,0.7793879276437892,0.7037872408737817,0.5724098242798537,0.631740841634457,0.3591216125406345,0.693487550609053,0.2960890597498401,0.8011278050197334,0.6718505362084758,0.4020775948922003,0.5818697785818168,0.26774617994849664,0.8051682157839614,1.0,0.6714301878596345,0.8948069044538213,0.8879291847125476,0.8796330535892448,0.8754228751289197
arg2-as-manner,0.377080231717157,0.3540228528543723,0.42744811460277804,0.3599968778492542,0.17673183220818223,0.6190626723694895,0.7236140986680628,0.7547916402622072,0.7428975891162178,0.6468522065485335,0.6184653185384007,0.46030938399527094,0.5159955110966624,0.23225736437762867,0.5496205398112929,0.2456936824136022,0.6614439183014114,0.5530829711675594,0.40949764606863676,0.44696944438206243,0.24369908589727343,0.6792346394039229,0.6714301878596345,1.0,0.747513713396283,0.7479280410677099,0.7323619820710451,0.7280883629524431
arg1-as-excpt,0.5077138664686084,0.5146821671998977,0.6372995226674997,0.4386077164866379,0.2372219789509051,0.8545158016307411,0.9065686886258763,0.9927082031212606,0.980788821821151,0.8539248137684408,0.7808490753220713,0.6449584424349012,0.7122391197222911,0.40119894522784616,0.7390051142904887,0.33931931116741126,0.8916656181487651,0.7070855017034433,0.4737219586303623,0.6148823062705485,0.31402046485047735,0.8819137328859012,0.8948069044538213,0.747513713396283,1.0,0.9785277785077822,0.970222453861041,0.9660240601090289
arg2-as-excpt,0.5011369424994209,0.5135820381694115,0.6366395844500916,0.4348808928117075,0.24678412276101144,0.8336326669897591,0.8996838551556273,0.9858180736506638,0.9739009410140511,0.8470473792068822,0.7739733663503151,0.630343035311008,0.6983377432332408,0.38695819361297445,0.7321307897352666,0.335711709483419,0.8847793895765107,0.7002229023924517,0.4767737728302742,0.6110156274514497,0.31353452484888705,0.8750331086568859,0.8879291847125476,0.7479280410677099,0.9785277785077822,1.0,0.9633272230939823,0.9591367415807215
arg2-as-subst,0.4986131493933668,0.5065196551418126,0.6365550998953196,0.4351667060181188,0.24355903768026507,0.8253297918625077,0.8913869837100094,0.9775123092406032,0.9655935953563478,0.8387350466749056,0.7728619722024747,0.6231510271974265,0.6893367704306587,0.3906428683058528,0.7238219880211088,0.3358507010973357,0.8951770819191621,0.6919093016946825,0.4585532252286627,0.6073542953180514,0.30402520946392103,0.8830813268838258,0.8796330535892448,0.7323619820710451,0.970222453861041,0.9633272230939823,1.0,0.9508284142123947
arg1-as-subst,0.5027095372041563,0.5148789781503452,0.6254664154947862,0.4251549503873405,0.2420275606099021,0.8211137498588291,0.8871873592805137,0.9733142049435868,0.9613951345043864,0.8414850312235999,0.7614955760650431,0.6265593450984402,0.6872260673808459,0.3943530454019949,0.7244882690181123,0.3338155942557473,0.887897433115449,0.6877026020823701,0.4598536540852011,0.6088910498228627,0.306409980305291,0.8625193292202623,0.8754228751289197,0.7280883629524431,0.9660240601090289,0.9591367415807215,0.9508284142123947,1.0
